"ID","Entry Title"
"6WTL","Structure of Human pir-miRNA-19b-2 Apical Loop and One-base-pair Fused to the YdaO Riboswitch Scaffold"
"6WTR","Structure of Human pir-miRNA-300 Apical Loop Fused to the YdaO Riboswitch Scaffold"
"6WZR","Fusibacterium ulcerans ZTP riboswitch bound to p-1-pyridinyl AICA"
"6WZS","Fusibacterium ulcerans ZTP riboswitch bound to m-1-pyridinyl AICA"
"6XKN","Class III PreQ1 riboswitch mutant A52G"
"6XKO","Class III PreQ1 riboswitch mutant A84G"
"6YL5","Crystal structure of the SAM-SAH riboswitch with SAH"
"6YLB","Crystal structure of the SAM-SAH riboswitch with SAM"
"6YMI","Crystal structure of the SAM-SAH riboswitch with AMP."
"6YMJ","Crystal structure of the SAM-SAH riboswitch with adenosine."
"6YMK","Crystal structure of the SAM-SAH riboswitch with AMP"
"6YML","Crystal structure of the SAM-SAH riboswitch with decarboxylated SAH"
"6YMM","Crystal structure of the SAM-SAH riboswitch with SAM from space group P312"
"7D7V","Crystal Structure of the Domain1 of NAD+ Riboswitch with nicotinamide adenine dinucleotide (NAD+) and U1A protein"
"7D7W","Crystal Structure of the Domain1 of NAD+ Riboswitch with nicotinamide adenine dinucleotide (NAD+)"
"7D7X","Crystal Structure of the Domain1 of NAD+ Riboswitch with adenosine diphosphate (ADP)"
"7D7Y","Crystal Structure of the Domain1 of NAD+ Riboswitch with adenosine triphosphate (ATP)"
"7D7Z","Crystal Structure of the Domain1 of NAD+ Riboswitch with nicotinamide adenine dinucleotide (NAD+), soaked in Mn2+"
"7D81","Crystal Structure of the Domain2 of NAD+ Riboswitch with nicotinamide adenine dinucleotide (NAD+)"
"7D82","Crystal Structure of the Domain2 of NAD+ Riboswitch with nicotinamide adenine dinucleotide (NAD+), soaked in Mn2+"
"7E9E","Crystal structure of a class I PreQ1 riboswitch aptamer (ab13-14) complexed with a cognate ligand-derived photoaffinity probe"
"7E9I","Crystal structure of a class I PreQ1 riboswitch aptamer (wild-type) complexed with a cognate ligand-derived photoaffinity probe"
"7EAF","Crystal structure of SAM-I riboswitch with the Actinomyces-1 k-turn"
"7ELP","Crystal structure of xanthine riboswitch with xanthine, iridium hexammine soak"
"7ELQ","Crystal structure of xanthine riboswitch with xanthine, manganese saok"
"7ELR","Crystal structure of xanthine riboswitch with xanthine"
"7ELS","Crystal structure of xanthine riboswitch with 8-azaxanthine"
"7KD1","Apo structure of the THF riboswitch aptamer domain"
"7KGA","Crystal structure of a mosquito-borne flavivirus dumbbell RNA"
"7KVT","Crystal structure of Squash RNA aptamer in complex with DFHBI-1T with iridium (III) ions"
"7KVU","Crystal structure of Squash RNA aptamer in complex with DFHBI-1T"
"7KVV","Crystal structure of Squash RNA aptamer in complex with DFHBI-1T"
"7MLW","Burkholderia sp. TJI49 Guanidine-I riboswitch"
"7REX","PreQ1-1 (type-1) riboswitch in complex with tandem stacked metabolites"
"7TD7","Crystal structure of an E. coli thiM riboswitch bound to thiamine, manganese ions"
"7TDA","Crystal structure of the E. coli thiM riboswitch in complex with thiamine pyrophosphate, manganese ions"
"7TDB","Crystal structure of the E. coli thiM riboswitch in complex with thiamine bisphosphonate, manganese ions"
"7TDC","Crystal structure of the E. coli thiM riboswitch in complex with thiamine bisphosphonate, calcium ions"
"7TZR","Crystal structure of the E. coli thiM riboswitch bound to N-methyl-1-(quinoxalin-6-yl)methanamine (compound 16)"
"7TZS","Crystal structure of the E. coli thiM riboswitch in complex with quinoxalin-6-ylmethanamine (compound 17)"
"7TZT","Crystal structure of the E. coli thiM riboswitch in complex with N1,N1-dimethyl-N2-(quinoxalin-6-ylmethyl)ethane-1,2-diamine (linked compound 37)"
"7TZU","Crystal structure of the E. coli thiM riboswitch bound to 1-(4-(piperazin-1-yl)pyridin-3-yl)-N-(quinoxalin-6-ylmethyl)methanamine (linked compound 38)"
"7UQ6","tRNA T-box antiterminator fusion, construct #4"
"7UZ0","AntiT-tRNA flip UCCA"
"7V9E","Crystal structure of a methyl transferase ribozyme"
"7WI9","The THF-II riboswitch bound to THF and soaking with SeUrea"
"7WIA","The apo-form of THF-II C22G riboswitch"
"7WIB","The THF-II riboswitch bound to THF"
"7WIE","The THF-II riboswitch bound to 7DG"
"7WIF","The THF-II riboswitch bound to H4B"
"7WII","The THF-II riboswitch bound to NPR"
"8F4O","Apo structure of the TPP riboswitch aptamer domain"
"8FB3","PreQ1-1 (type-1) riboswitch with stacked metabolites and a C10-G34 base pair in the expression platform"
"8FW4","Crystal structure of the adenosylcobalamin riboswitch holo conformation in absence of ligand"
"8FZA","Class I type III preQ1 riboswitch from E. coli"
"8GXB","Crystal structure of NAD+ -II riboswitch in complex with NAD+"
"8GXC","Crystal structure of NAD+ -II riboswitch in complex with NMN"
"8HB1","Crystal structure of NAD-II riboswitch (two strands) with NMN"
"8HB3","Crystal structure of NAD-II riboswitch (two strands) with NR"
"8HB8","Crystal structure of NAD-II riboswitch (single strand) with NMN"
"8HBA","Crystal structure of NAD-II riboswitch (single strand) with NAD"
"8I3Z","Crystal structure of NAD-II riboswitch (two strands) with NMN at 1.67 angstrom"
"8ITS","Crystal structure of DUF-3268 k-junction"
"8Q6N","Xanthin riboswitch in complex with oxypurinol"
"8SA2","Adenosylcobalamin-bound riboswitch dimer, form 1"
"8SA3","Adenosylcobalamin-bound riboswitch dimer, form 2"
"8SA4","Adenosylcobalamin-bound riboswitch dimer, form 3"
"8SA5","Adenosylcobalamin-bound riboswitch dimer, form 4"
"8SA6","apo form of adenosylcobalamin riboswitch dimer"
"8TJV","Tetrahymena Ribozyme scaffolded Fluoride riboswitch"
"8TOZ","Class III PreQ1 riboswitch double mutant U8C/A85G"
"8UIW","yjdF riboswitch from R. gauvreauii in complex with chelerythrine bound to Fab BL3-6 S97N"
"8UTA","yjdF riboswitch from R. gauvreauii in complex with proflavine bound to Fab BL3-6 S97N"
"8VPV","Class III PreQ1 riboswitch mutant delta84"
"8XZE","Crystal structure of THF-II riboswitch with THF and soaked with Ir"
"8XZK","Crystal structure of folE riboswitch"
"8XZL","Crystal structure of folE riboswitch with DHF"
"8XZM","Crystal structure of folE riboswitch with DHN"
"8XZN","Crystal structure of folE riboswitch with BH4"
"8XZO","Crystal structure of folE riboswitch with Guanine"
"8XZP","Crystal structure of folE riboswitch with 8-CH3 Guanine"
"8XZQ","Crystal structure of folE riboswitch with 8-N Guanine"
"8XZR","Crystal structure of folE riboswitch with 8-NH2 Guanine"
"8XZW","Crystal structure of THF-II riboswitch with THF and soaked with Ir"
"8YAM","Crystal structure of a class I PreQ1 riboswitch complexed with a synthetic compound"
"8YAN","Crystal structure of a class I PreQ1 riboswitch complexed with a synthetic compound"
